,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X600809.SH,X600690.SH,X000651.SZ,X002371.SZ,X000568.SZ,X003816.SZ,X000725.SZ,X300124.SZ,X000063.SZ,X600031.SH,X600104.SH,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X300014.SZ,X000100.SZ,X002179.SZ,X600418.SH,X002241.SZ,X600584.SH,X002463.SZ,X000977.SZ,X600089.SH,X000066.SZ,X600703.SH,X600372.SH,X000157.SZ,X600839.SH,X002028.SZ,X002049.SZ,X600522.SH,X002456.SZ,X002236.SZ,X600183.SH,X600741.SH,X600066.SH,X002156.SZ,X600460.SH,X601877.SH,X002085.SZ,X002129.SZ,X600487.SH,X000661.SZ,X000921.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.395896963168936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209625537459312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0991891248208433,-0.0385306459345683,0,0,-0.0553464202388726,0,0
X000858.SZ,0.330004617100358,0,0,0,0,0.312465994290016,0,0,0,0,0,0,0,0,0,0,0,0.228589667985493,0.051090444910966,0.0704046907507316,0,0,0,0,0,0,0,0,0,0,0,0,0.0172457166973576,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107917576921033,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.108066149583066,0,0,0.0222690714317421,0,0,0,0,0,0,0.112363496347778,0.0802317385449942,0,0.110795765266466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714958187638786,0,0,0,0,0,-0.0385532603965872,-0.0155751367257995,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.233835146206457,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0778984436412296,0,0,0.0836752369775029,0.175993135364782,0,0,0,0,0,0,0,0,0,0,0,0,-0.0118253500379407,0,0,0,0.113042490109022,0,0,0,0.0271228280194482,0,0,0,0,0.0375013122522537,0,0.00427199307444418,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533919076801726,0,0,0,0.739512977130191,0,0.127185127597847,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0314160490596677,-0.0380874679909979,0,0,0,0,0,0,0,0,0,-0.0274068296776656,0,0,0,0.00892764515197217,0,0
X600809.SH,0,0.0182093878786399,0,0,0,0,0,0,0,0.71859781858319,0,0,0,0,0,0,0,0,0,0.136901664271915,0.0156391924410051,0,0,0,0,0,0.0377631561525162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00318373988938872,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.252613219250504,0,0,0,0,0,0,0,0,0,0,0,0.033579106871208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153155849361601,0,0,0,0.0521156511109675,0,0,0,0,0,0,0,0,0,0,0,0.180893104651841,0,0,0,0,0,0,0.031567475126138,0,0
X000651.SZ,0,0,0,0,0,0,0.371667886625911,0,0,0,0,0,0.0558581426927815,0,0,0,0,0.169555454026957,0,0,0,0,0.0125088729609683,0,0,0,0,0,0,0.00439049006956251,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0764027193838535,0,0,0,0,0,0.0322222610045306,0,0,0,0,0,0,0.0284626473215531,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.245445484679561,0,0,0,0,0,0,0,0.0456582687017488,0,0,0,0,0.0806356514575635,0.0775745462624406,0.226224839312973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103757418411695,0,0,0,0,0,0,0,0,0,0,0,0,-0.00517213995967715,0,0
X000568.SZ,0,0.218191444988497,0,0,0,0.479491646215259,0,0,0,0,0,0,0.0335977456075446,0,0,0,0,0.0849714999109428,0,0.0315898107588456,0.00646904486033949,0,0,0,0,0,0,0,0,0,0,0,0,0.00922908849534038,0,0,0,0,0,0,0,0.0329427613026979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
